OMIM编码	英文名	中文译名
OMIM:126200	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS	易感性多发性硬化
OMIM:212750	CELIAC DISEASE, SUSCEPTIBILITY TO, 1; CELIAC1	易感型乳糜泻1型；CELIAC1
OMIM:609048	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 3; CMM3	易感性皮肤恶性黑色素瘤3
OMIM:612290	MICROTIA, HEARING IMPAIRMENT, AND CLEFT PALATE	小耳畸形、听力障碍和腭裂
OMIM:604928	WOLFRAM SYNDROME 2; WFS2	Wolfram综合征2（WFS2）
OMIM:607842	AURAL ATRESIA, CONGENITAL; CAA	先天性耳道闭锁（CAA）
OMIM:300914	DEAFNESS, X-LINKED 6; DFNX6	X连锁耳聋6（DFNX6）
OMIM:278150	HYPOTRICHOSIS 8; HYPT8	少毛症8；HYPT8
OMIM:614131	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6; FSGS6	局灶性节段性肾小球硬化症6型；FSGS6
OMIM:614706	CEROID LIPOFUSCINOSIS, NEURONAL, 11; CLN11	神经元蜡样质脂褐质沉积病11；CLN11
OMIM:607485	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED	GRN相关的额颞叶变性伴TDP43 包涵体（FTLD-TDP）
OMIM:608232	LEUKEMIA, CHRONIC MYELOID; CML	白血病，慢性骨髓；CML
OMIM:613065	LEUKEMIA, ACUTE LYMPHOBLASTIC; ALL	急性淋巴细胞性白血病；ALL
OMIM:615897	IMMUNODEFICIENCY 24; IMD24	免疫缺陷症-24（IMD24）
OMIM:605432	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 1; RUSAT1	伴低巨核细胞型血小板减少的桡尺骨骨性接合（RUSAT）
OMIM:614114	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2	2型斑花叶非整倍体综合症；MVA2
OMIM:114500	COLORECTAL CANCER; CRC	结直肠癌；CRC
OMIM:614286	MYELODYSPLASTIC SYNDROME; MDS	骨髓增生异常综合征；MDS
OMIM:608446	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO	易感性心肌梗死
OMIM:400044	46,XY SEX REVERSAL 1; SRXY1	46，XY性反转-1；SRXY1
OMIM:400045	46,XX SEX REVERSAL 1; SRXX1	46核型XX性逆转1型；SRXX1
OMIM:226980	EPIPHYSEAL DYSPLASIA, MULTIPLE, WITH EARLY-ONSET DIABETES MELLITUS	多发性骨骺发育不良（伴早发性糖尿病）
OMIM:234810	PULMONARY VENOOCCLUSIVE DISEASE 2, AUTOSOMAL RECESSIVE; PVOD2	常染色体隐性遗传型肺静脉闭塞病2；PVOD2
OMIM:616084	SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY; SIFD	缺铁性红细胞贫血伴b细胞免疫缺乏，周期性发烧和发育迟缓；SIFD
OMIM:300555	DENT DISEASE 2	登特病-2
OMIM:309000	LOWE OCULOCEREBRORENAL SYNDROME; OCRL	Lowe Oculocerebrorenal综合征；OCRL
OMIM:300087	X INACTIVATION, FAMILIAL SKEWED, 1; SXI1	家族偏斜型X染色体失活症1；SXI1
OMIM:613079	DEAFNESS, AUTOSOMAL RECESSIVE 77; DFNB77	常染色体隐性遗传性耳聋77；DFNB77
OMIM:237450	HYPERBILIRUBINEMIA, ROTOR TYPE; HBLRR	ROTOR型高胆红素血症；HBLRR
OMIM:609180	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE If; CDG1F	If型先天性糖基化异常；CDG1F
OMIM:116700	CATARACT 13 WITH ADULT i PHENOTYPE; CTRCT13	白内障13伴有成人i表型（CTRCT13）
OMIM:110800	BLOOD GROUP, I SYSTEM; Ii	I血型；Ii
OMIM:146700	ICHTHYOSIS VULGARIS	寻常型鱼鳞病
OMIM:605803	DERMATITIS, ATOPIC, 2; ATOD2	异位性皮炎-2（ATOD2）
OMIM:300818	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 1; PNH1	1型阵发性睡眠性血红蛋白尿症；PNH1
OMIM:300868	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2; MCAHS2	多发性先天异常-张力减退-痉挛综合征2型；MCAHS2
OMIM:280000	COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME; CHIME	眼组织缺损、先天性心脏病、鱼鳞病样皮肤病、智力低下和耳异常综合征（ CHIME）
OMIM:610293	GLYCOSYLPHOSPHATIDYLINOSITOL DEFICIENCY; GPID	糖基磷脂酰肌醇缺乏症
OMIM:614080	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1; MCAHS1	多重先天性异常——肌张力低下——癫痫综合征（ MCAHS1）
OMIM:614749	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2; HPMRS2	磷酸酶过多（症）综合征伴有智力低下2（HPMRS2）
OMIM:615398	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3; MCAHS3	多发性先天性异常肌张力降低癫痫发作综合征3
OMIM:615399	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2; PNH2	阵发性睡眠性血红蛋白尿症2
OMIM:613988	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 3; DKCB3	常染色体隐性遗传性先天性角化不良症3（DKCB3）
OMIM:616025	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 5; HPMRS5	磷酸酶过多综合征伴有智力低下5（ HPMRS5）
OMIM:614922	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11	11型氧化磷酸化偶联缺陷；COXPD11
OMIM:213600	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1; IBGC1	先天性基底核钙化症，1；IBGC1
OMIM:608446	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO	易感性心肌梗死
OMIM:300905	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 6; CMTX6	X连锁显性夏科马丽图斯氏病6
OMIM:302960	CHONDRODYSPLASIA PUNCTATA 2, X-LINKED DOMINANT; CDPX2	X染色体显性遗传点状软骨发育不良-2（CDPX2）
OMIM:146300	HYPOPHOSPHATASIA, ADULT	成人型低磷酸酯酶症
OMIM:241510	HYPOPHOSPHATASIA, CHILDHOOD	低磷酸酯酶症，儿童时期
OMIM:241500	HYPOPHOSPHATASIA, INFANTILE	婴儿型低磷酸酯酶症
OMIM:615583	VERHEIJ SYNDROME; VRJS	Verheij综合征（VRJS）
OMIM:612350	SPONDYLOCHEIRODYSPLASIA, EHLERS-DANLOS SYNDROME-LIKE	Ehlers-Danlos样综合征SPONDYLOCHEIRODYSPLASIA
OMIM:615378	ATRIAL FIBRILLATION, FAMILIAL, 14; ATFB14	心房颤动家族性14; ATFB14
OMIM:616300	SHORT-RIB THORACIC DYSPLASIA 13 WITH OR WITHOUT POLYDACTYLY; SRTD13	段肋性胸发育不良13，伴或不伴多趾畸形（SRTD13）
OMIM:256800	INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA	先天性痛觉不敏感合并无汗症；CIPA
OMIM:155240	THYROID CARCINOMA, FAMILIAL MEDULLARY; MTC	家族性甲状腺髓样癌（MTC）
OMIM:613886	OBESITY, HYPERPHAGIA, AND DEVELOPMENTAL DELAY; OBHD	肥胖、饮食过量和发育延迟；OBHD
OMIM:607785	JUVENILE MYELOMONOCYTIC LEUKEMIA; JMML	幼年型粒-单核细胞白血病（JMML）
OMIM:180300	RHEUMATOID ARTHRITIS; RA	类风湿关节炎（RA）
OMIM:248360	MALONYL-CoA DECARBOXYLASE DEFICIENCY	丙二酸单酰辅酶A脱羧酶缺乏症
OMIM:600625	OROFACIAL CLEFT 11; OFC11	口面裂11（OFC11）
OMIM:607932	MICROPHTHALMIA, SYNDROMIC 6; MCOPS6	小眼综合征6（MCOPS6）
OMIM:614856	OSTEOGENESIS IMPERFECTA, TYPE XIII; OI13	成骨不全症XIII型；OI13
OMIM:610198	3-METHYLGLUTACONIC ACIDURIA, TYPE V; MGCA5	3-甲基戊烯二酸尿症，V型；MGCA5
OMIM:211980	LUNG CANCER	肺癌
OMIM:613987	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 2; DKCB2	常染色体隐性遗传性先天性角化不良2（DKCB2）
OMIM:615369	EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET; EEOC	儿童期发病型癫痫性脑病（EEOC）
OMIM:214800	CHARGE SYNDROME	CHARGE综合症
OMIM:612370	HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA; HH5	有或无嗅觉丧失的低促性腺素性功能减退症5 （HH5）
OMIM:607625	NIEMANN-PICK DISEASE, TYPE C2; NPC2	C2型尼曼-匹克病；NPC2
OMIM:257220	NIEMANN-PICK DISEASE, TYPE C1; NPC1	尼曼-匹克病，C1型；NPC1
OMIM:614602	TRICHOHEPATOENTERIC SYNDROME 2; THES2	发-肝-肠综合征 2型； THES2
OMIM:147050	IgE RESPONSIVENESS, ATOPIC; IGER	特应性IgE反应性；IGER
OMIM:609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	1型易患型人免疫缺陷病毒
OMIM:600118	WARBURG MICRO SYNDROME 1; WARBM1	WARBURG MICRO综合征1型；WARBM1
OMIM:613464	RETINITIS PIGMENTOSA 51; RP51	色素性视网膜炎-51（RP51）
OMIM:615985	BARDET-BIEDL SYNDROME 8; BBS8	巴比二氏综合征8（BBS8）
OMIM:613818	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 9; MDDGC9	肢带型肌营养不良-抗肌萎缩相关糖蛋白病类型C9; MDDG C9
OMIM:607631	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1	易患性青少年性失神性癫痫1（ EJA1）
OMIM:254770	EPILEPSY, MYOCLONIC JUVENILE; EJM	青少年肌阵挛性癫痫（EJM）
OMIM:602473	ENCEPHALOPATHY, ETHYLMALONIC; EE	乙基丙二酸性脑病（EE）
OMIM:615373	LEFT VENTRICULAR NONCOMPACTION 8; LVNC8	左心室致密化不全8; LVNC8
OMIM:210250	SITOSTEROLEMIA	谷固醇血症
OMIM:611465	GALLBLADDER DISEASE 4; GBD4	胆囊病4; GBD4
OMIM:104300	ALZHEIMER DISEASE; AD	阿尔茨海默病; AD
OMIM:254600	MYELOPEROXIDASE DEFICIENCY; MPOD	髓过氧化物酶缺乏症（MPOD）
OMIM:601977	THROMBOCYTHEMIA 2; THCYT2	 ?血小板增多症2 （THCYT2）
OMIM:254450	MYELOFIBROSIS	骨髓纤维化
OMIM:604498	AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL; CAMT	先天性无巨核细胞性血小板减少症；CAMT
OMIM:125700	DIABETES INSIPIDUS, NEUROHYPOPHYSEAL	中枢性尿崩症
OMIM:602579	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ib; CDG1B	Ib型先天性糖蛋白糖基化障碍；CDG1B
OMIM:269400	CORNEAL OPACIFICATION WITH OTHER OCULAR ANOMALIES; COPOA	伴其它眼部异常的角膜混浊病（COPOA）
OMIM:145900	HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS	间质性神经炎肥大性神经病
OMIM:607677	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2I; CMT2I	腓骨肌萎缩症，轴突的，2I型；CMT2I
OMIM:118200	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1B; CMT1B	腓骨肌萎缩症，脱髓鞘，1B型; CMT1B
OMIM:607791	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE D; CMTDID	显性中间型夏科马丽图斯氏病D
OMIM:605253	NEUROPATHY, CONGENITAL HYPOMYELINATING OR AMYELINATING, AUTOSOMAL RECESSIVE; CHN	常染色体隐性遗传性先天性髓鞘形成或脱髓鞘神经病变（CHN）
OMIM:607736	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2J; CMT2J	2J型轴突型腓骨肌萎缩症； CMT2J
OMIM:251200	MICROCEPHALY 1, PRIMARY, AUTOSOMAL RECESSIVE; MCPH1	常染色体隐性遗传性原发性小头畸形1；MCPH1
OMIM:613875	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 19; CMH19	家族性肥厚型心肌病19；CMH19
OMIM:611664	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 7; SHEP7	皮肤/头发/眼睛色素沉积的变异-7（SHEP7）
OMIM:145250	HYPERPIGMENTATION WITH OR WITHOUT HYPOPIGMENTATION, FAMILIAL PROGRESSIVE; FPHH	家族性进行性色素过度沉着症（FPHH）
OMIM:182230	SEPTOOPTIC DYSPLASIA	视隔发育不良
OMIM:612713	KAHRIZI SYNDROME; KHRZ	KAHRIZI综合症；KHRZ
OMIM:612379	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iq; CDG1Q	Iq型先天性糖蛋白糖基化障碍；CDG1Q
OMIM:264600	PSEUDOVAGINAL PERINEOSCROTAL HYPOSPADIAS; PPSH	假阴道会阴阴囊尿道下裂（ PPSH）
OMIM:615244	NEPHROTIC SYNDROME, TYPE 8; NPHS8	8型肾病综合征；NPHS8
OMIM:615631	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ib; CDAN1B	先天性红细胞生成障碍性贫血IB型
OMIM:613095	POLYCYSTIC KIDNEY DISEASE 2; PKD2	多囊肾病2型；PKD2
OMIM:173900	POLYCYSTIC KIDNEY DISEASE 1; PKD1	多囊肾病1型；PKD1
OMIM:608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2	髓鞘发育不良性脑白质营养不良2型（HLD2）
OMIM:613206	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE; SPG44	44型痉挛性截瘫（SPG44）
OMIM:613480	LYMPHEDEMA, HEREDITARY, IC; LMPH1C	遗传性淋巴水肿-1C（LMPH1C）
OMIM:616176	BLEEDING DISORDER, PLATELET-TYPE, 19; BDPLT19	片型出血性疾病19（BDPLT19）
OMIM:615830	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4; PPNAD4	原发性色素性结节状肾上腺皮质病4（PPNAD4）
OMIM:256040	AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME; ALDD	炎症、脂肪代谢障碍和皮肤病综合症；ALDD
OMIM:226650	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-HERLITZ TYPE	大疱性表皮松解症，结合型，非herlitz型
OMIM:607259	SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE; SPG7	常染色体隐性遗传痉挛截瘫7型（SPG7）
OMIM:616326	MYASTHENIC SYNDROME, CONGENITAL, 11, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS11	先天性肌无力综合征-11（伴乙酰胆碱受体缺陷）；CMS11
OMIM:208150	FETAL AKINESIA DEFORMATION SEQUENCE; FADS	胎儿运动不能序列征（FADS）
OMIM:614372	MANNOSE-BINDING LECTIN DEFICIENCY	甘露糖结合蛋白不足
OMIM:612561	DIAMOND-BLACKFAN ANEMIA 6; DBA6	先天性纯红细胞再生障碍性贫血6 ; DBA6
OMIM:610370	DIARRHEA 4, MALABSORPTIVE, CONGENITAL; DIAR4	先天性吸收不良性腹泻4
OMIM:612292	BIRK-BAREL MENTAL RETARDATION DYSMORPHISM SYNDROME	BIRK-BAREL智障畸形综合征
OMIM:114500	COLORECTAL CANCER; CRC	结直肠癌；CRC
OMIM:608089	ENDOMETRIAL CANCER	子宫内膜癌
OMIM:614385	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 7; HNPCC7	结直肠肿瘤，遗传性非息肉病性，7型；HNPCC7
OMIM:615344	PULMONARY HYPERTENSION, PRIMARY, 4; PPH4	原发性肺动脉高压4型（PPH4）
OMIM:200150	CHOREOACANTHOCYTOSIS; CHAC	舞蹈病棘红细胞增多症；CHAC
OMIM:216550	COHEN SYNDROME; COH1	COHEN综合征；COH1
OMIM:615074	MENTAL RETARDATION, AUTOSOMAL DOMINANT 18; MRD18	常染色体显性遗传18型精神发育迟缓；MRD18
OMIM:616357	DEAFNESS, AUTOSOMAL DOMINANT 40; DFNA40	常染色体显性遗传性耳聋-40；DFNA40
OMIM:614727	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIk; CDG2K	IIk型先天性糖蛋白糖基化障碍；CDG2K
OMIM:601705	T-CELL IMMUNODEFICIENCY, CONGENITAL ALOPECIA, AND NAIL DYSTROPHY	T细胞免疫缺陷、先天性秃头症和指甲营养不良型
OMIM:613970	MENTAL RETARDATION, AUTOSOMAL DOMINANT 6; MRD6	常染色体显性遗传性精神发育迟滞6
OMIM:616139	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 27; EIEE27	婴儿早期癫痫性脑病-27（EIEE27）
OMIM:245570	EPILEPSY, FOCAL, WITH SPEECH DISORDER AND WITH OR WITHOUT MENTAL RETARDATION; FESD	局灶性癫痫伴言语障碍、伴或不伴智力低下
OMIM:145981	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II; HHC2	家族性低钙高血钙症II型（HHC2）
OMIM:615361	HYPOCALCEMIA, AUTOSOMAL DOMINANT 2; HYPOC2	常染色体显性遗传性低血钙症2型；HYPOC2
OMIM:248190	HYPOMAGNESEMIA 5, RENAL, WITH OCULAR INVOLVEMENT; HOMG5	肾脏低镁血症5与眼部受累（ HOMG5）
OMIM:610489	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1; PPNAD1	原发性色素性结节状肾上腺皮质病-1；PPNAD1
OMIM:160980	CARNEY COMPLEX, TYPE 1; CNC1	Carney综合征1型（CNC1）是由位于染色体17q上的PRKAR1A基因突变所致。
OMIM:255960	MYXOMA, INTRACARDIAC	心脏内粘液瘤
OMIM:101800	ACRODYSOSTOSIS 1 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS1	1型肢端发育不全伴或不伴激素抵抗（ACRDYS1）
OMIM:604571	BARE LYMPHOCYTE SYNDROME, TYPE I	I型裸淋巴细胞综合征
OMIM:604571	BARE LYMPHOCYTE SYNDROME, TYPE I	I型裸淋巴细胞综合征
OMIM:615284	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B3; CMT4B3	腓骨肌萎缩症4B3型；CMT4B3
OMIM:604563	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2; CMT4B2	腓骨肌萎缩症4B2型；CMT4B2
OMIM:604717	DEAFNESS, AUTOSOMAL DOMINANT 20; DFNA20	常染色体显性遗传性耳聋；DFNA20
OMIM:614583	BARAITSER-WINTER SYNDROME 2; BRWS2	Baraitser-Winter综合征2
OMIM:203740	ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY	α-酮戊二酸脱氢酶缺乏症
OMIM:155310	VISCERAL MYOPATHY; VSCM	内脏肌病；VSCM
OMIM:608266	PARATHYROID CARCINOMA	甲状旁腺癌
OMIM:145000	HYPERPARATHYROIDISM 1; HRPT1	1型甲状旁腺功能亢进症;HRPT1
OMIM:145001	HYPERPARATHYROIDISM 2; HRPT2	2型甲状旁腺功能亢进综合征(HRPT2)
OMIM:614298	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4; NBIA4	脑内铁沉积神经变性病4型；NBIA4
OMIM:615043	SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE; SPG43	常染色体隐性遗传性痉挛性截瘫-43；SPG43
OMIM:277380	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblF TYPE	cblF型甲基丙二酸尿症合并高胱氨酸尿症
OMIM:103780	ALCOHOL DEPENDENCE	酒精依赖
OMIM:611820	LONG QT SYNDROME 11; LQT11	长QT综合征-11（LQT11）
OMIM:614340	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27; MRT27	常染色体隐性遗传性精神发育迟滞27（MRT27）
OMIM:605711	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1; MMDS1	多发性线粒体功能障碍综合征1型（MMDS1）
OMIM:600882	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B; CMT2B	2B型轴突腓骨肌萎缩症; CMT2B
OMIM:610092	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 3; MCOPCB3	小眼隔离缺损3; MCPCB3
OMIM:610093	MICROPHTHALMIA, ISOLATED 2; MCOP2	小眼隔离2; MP2
OMIM:616202	CEREBELLOFACIODENTAL SYNDROME; CFDS	CEREBELLOFACIODENTAL综合征；CFDS
OMIM:162350	CEROID LIPOFUSCINOSIS, NEURONAL, 4B, AUTOSOMAL DOMINANT; CLN4B	常染色体显性遗传性神经元蜡样脂褐质沉积病4B
OMIM:615528	PARKINSON DISEASE 19A, JUVENILE-ONSET; PARK19A	青少年发病型帕金森病19（PARK19）
OMIM:616192	ATAXIA, COMBINED CEREBELLAR AND PERIPHERAL, WITH HEARING LOSS AND DIABETES MELLITUS; ACPHD	小脑及周围神经共济失调，伴听力丧失和糖尿病（ACPHD）
OMIM:614018	EPILEPSY, PROGRESSIVE MYOCLONIC, 6; EPM6	癫痫，进行性肌痉挛，6型; EPM6
OMIM:600138	RETINITIS PIGMENTOSA 11; RP11	色素性视网膜炎-11（RP11）
OMIM:615828	MENTAL RETARDATION, AUTOSOMAL DOMINANT 24; MRD24	常染色体显性遗传性精神发育迟滞24
OMIM:614231	MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME; MEDS	小头畸形、癫痫及糖尿病综合征
OMIM:221900	PERSISTENT HYPERPLASTIC PRIMARY VITREOUS, AUTOSOMAL RECESSIVE; PHPVAR	常染色体隐性遗传型持久性原始玻璃体增生症（PHPVAR）
OMIM:614055	None	乙酰辅酶A乙酰基转移酶2缺乏症（ACAT2D）
OMIM:214100	PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER); PBD1A	过氧化物酶体生物发生缺陷病 1A（PBD1A）
OMIM:601539	PEROXISOME BIOGENESIS DISORDER 1B; PBD1B	过氧化物酶体生物发生缺陷病 1B（PBD1B）
OMIM:300260	LUBS X-LINKED MENTAL RETARDATION SYNDROME; MRXSL	勒博氏性联遗传智障综合征（MRXSL）
OMIM:300055	MENTAL RETARDATION, X-LINKED, SYNDROMIC 13; MRXS13	X-连锁智力迟钝综合征13型；MRXS13
OMIM:300496	AUTISM, SUSCEPTIBILITY TO, X-LINKED 3; AUTSX3	X连锁型易感性自闭症-3；AUTSX3
OMIM:300673	ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO MECP2 MUTATIONS	MECP2突变型新生儿重度脑病变
OMIM:312750	RETT SYNDROME; RTT	Rett综合征；RTT
OMIM:231690	GLUTARIC ACIDURIA III	戊二酸血症III型
OMIM:143890	HYPERCHOLESTEROLEMIA, FAMILIAL	家族性高胆固醇血症（FH）
OMIM:601942	DIABETES MELLITUS, INSULIN-DEPENDENT, 10; IDDM10	胰岛素依赖型糖尿病-10（IDDM10）
OMIM:606367	IMMUNODEFICIENCY 41 WITH LYMPHOPROLIFERATION AND AUTOIMMUNITY; IMD41	白介素2受体α缺乏症
OMIM:610244	SPASTIC PARAPLEGIA 33, AUTOSOMAL DOMINANT; SPG33	常染色体显性遗传性痉挛性截瘫-33（SPG33）
OMIM:612267	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 10; SHEP10	皮肤/头发/眼睛的色素沉着变异10；SHEP10
OMIM:615222	SMITH-MCCORT DYSPLASIA 2; SMC2	Smith-McCort发育不良（SMC2）
OMIM:612671	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4; UAQTL4	血清尿酸浓度数量性状位点4；UAQTL4
OMIM:614594	PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTIC PLAQUES	毁损性掌跖角化病，并腔口周围角化性斑块沉积症
OMIM:616400	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2; FNEPPK2	局灶性非表皮松解掌跖角化病2
OMIM:604804	MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE; MCPH3	3型小头畸形，原发性，常染色体隐性遗传；MCPH3
OMIM:614408	MYOPATHY, CENTRONUCLEAR, 3; CNM3	中央核肌病-3（Centronuclear Myopathy 3，CNM3）
OMIM:613065	LEUKEMIA, ACUTE LYMPHOBLASTIC; ALL	急性淋巴细胞性白血病；ALL
OMIM:280000	COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME; CHIME	眼组织缺损、先天性心脏病、鱼鳞病样皮肤病、智力低下和耳异常综合征（ CHIME）
OMIM:605387	CATARACT 31, MULTIPLE TYPES; CTRCT31	多形性白内障-31（CTRCT31）
OMIM:114500	COLORECTAL CANCER; CRC	结直肠癌；CRC
OMIM:613065	LEUKEMIA, ACUTE LYMPHOBLASTIC; ALL	急性淋巴细胞性白血病；ALL
OMIM:265800	PYCNODYSOSTOSIS	致密成骨不全症
OMIM:187900	BLEEDING DISORDER, PLATELET-TYPE, 17; BDPLT17	血小板异常出血性疾病-17（BDPLT17）
OMIM:232220	GLYCOGEN STORAGE DISEASE Ib; GSD1B	糖原贮积病Ib（GSD1B）
OMIM:232240	GLYCOGEN STORAGE DISEASE Ic; GSD1C	糖原贮积病Ic
OMIM:267300	RENAL TUBULAR ACIDOSIS, DISTAL, WITH PROGRESSIVE NERVE DEAFNESS	末端肾小管性酸中毒并渐进性感觉神经性耳聋症
OMIM:611597	CATARACT 12, MULTIPLE TYPES; CTRCT12	12型白内障（ CTRCT12）
OMIM:611391	CATARACT 33; CTRCT33	白内障-33；CTRCT33
OMIM:308100	ICHTHYOSIS, X-LINKED; XLI	X连锁鱼鳞病(XLI)
OMIM:612529	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA2; AI2A2	成熟不足型釉质生长不全IIA2型；AI2A2
OMIM:604484	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, OKINAWA TYPE; HMSNO	OKINAWA型遗传性感觉-运动性神经病变；HMSNO
OMIM:615658	SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE; SPG57	常染色体隐性遗传性痉挛性截瘫-57；SPG57
OMIM:607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2; FAME2	家族性成人肌阵挛癫痫2；FAME2
OMIM:615465	HARTSFIELD SYNDROME; HRTFDS	哈茨菲尔德综合征
OMIM:101600	PFEIFFER SYNDROME	Pfeiffer综合征
OMIM:166250	OSTEOGLOPHONIC DYSPLASIA; OGD	软骨发育不良（OGD）
OMIM:147950	HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA; HH2	低促性腺素性功能减退症-2伴或不伴嗅觉缺失症；HH2
OMIM:123150	JACKSON-WEISS SYNDROME; JWS	杰克逊 - 威斯综合征（JWS）
OMIM:190440	TRIGONOCEPHALY 1; TRIGNO1	三角头畸形1; TRIGNO1
OMIM:126200	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS	易感性多发性硬化
OMIM:181000	SARCOIDOSIS, SUSCEPTIBILITY TO, 1; SS1	易感性肉状瘤病-1；SS1
OMIM:180300	RHEUMATOID ARTHRITIS; RA	类风湿关节炎（RA）
OMIM:142857	None	DR beta 1II级主要组织相容性综合征（HLA-DRB1）
